[09:06:03] [main/INFO] (FabricLoader) Loading for game Minecraft 1.16.5
[09:06:03] [main/DEBUG] (FabricLoader) Requesting deobfuscation of minecraft-1.16.5-mapped-net.fabricmc.yarn-1.16.5+build.6-v2.jar
[09:06:03] [main/DEBUG] (FabricLoader) [Knot] Proposed file:/Users/ozheng/.gradle/caches/fabric-loom/1.16.5-mapped-net.fabricmc.yarn-1.16.5+build.6-v2/minecraft-1.16.5-mapped-net.fabricmc.yarn-1.16.5+build.6-v2.jar to classpath.
[09:06:03] [main/DEBUG] (FabricLoader|EntrypointTransformer) Found game constructor: net.minecraft.client.main.Main -> net.minecraft.client.MinecraftClient
[09:07:14] [main/INFO] (mixin) SpongePowered MIXIN Subsystem Version=0.8.2 Source=file:/Users/ozheng/.gradle/caches/modules-2/files-2.1/net.fabricmc/sponge-mixin/0.9.2+mixin.0.8.2/12c437eebf031967eaa7daad861e115932772cc7/sponge-mixin-0.9.2+mixin.0.8.2.jar Service=Knot/Fabric Env=CLIENT
[09:07:14] [main/DEBUG] (mixin) Initialising Mixin Platform Manager
[09:07:15] [main/DEBUG] (mixin) Adding mixin platform agents for container ContainerHandleURI(file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-loader/0.11.3/fabric-loader-0.11.3.jar)
[09:07:15] [main/DEBUG] (mixin) Instancing new MixinPlatformAgentDefault for ContainerHandleURI(file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-loader/0.11.3/fabric-loader-0.11.3.jar)
[09:07:15] [main/DEBUG] (mixin) MixinPlatformAgentDefault accepted container ContainerHandleURI(file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-loader/0.11.3/fabric-loader-0.11.3.jar)
[09:07:15] [main/DEBUG] (mixin) Instancing new MixinPlatformAgentDefault for ContainerHandleURI(file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-loader/0.11.3/fabric-loader-0.11.3.jar)
[09:07:15] [main/DEBUG] (mixin) MixinPlatformAgentDefault accepted container ContainerHandleURI(file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-loader/0.11.3/fabric-loader-0.11.3.jar)
[09:07:15] [main/DEBUG] (mixin) Processing prepare() for PlatformAgent[MixinPlatformAgentDefault:ContainerHandleURI(file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-loader/0.11.3/fabric-loader-0.11.3.jar)]
[09:07:15] [main/DEBUG] (mixin) Processing prepare() for PlatformAgent[MixinPlatformAgentDefault:ContainerHandleURI(file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-loader/0.11.3/fabric-loader-0.11.3.jar)]
[09:07:33] [main/INFO] (Fabric|MixinBootstrap) Loaded Fabric development mappings for mixin remapper!
[09:07:34] [main/DEBUG] (mixin) Mixin config fabric-networking-v0.mixins.json does not specify "minVersion" property
[09:07:34] [main/DEBUG] (mixin) Mixin config fabric-networking-blockentity-v0.mixins.json does not specify "minVersion" property
[09:07:34] [main/DEBUG] (mixin) Mixin config fabric-screen-handler-api-v1.mixins.json does not specify "minVersion" property
[09:07:34] [main/DEBUG] (mixin) Mixin config fabric-lifecycle-events-v1.mixins.json does not specify "minVersion" property
[09:07:34] [main/DEBUG] (mixin) Mixin config fabric-containers-v0.mixins.json does not specify "minVersion" property
[09:07:34] [main/DEBUG] (mixin) Mixin config fabric-renderer-indigo.mixins.json does not specify "minVersion" property
[09:07:34] [main/DEBUG] (mixin) Mixin config fabric-rendering-data-attachment-v1.mixins.json does not specify "minVersion" property
[09:07:34] [main/DEBUG] (mixin) Mixin config fabric-structure-api-v1.mixins.json does not specify "minVersion" property
[09:07:34] [main/DEBUG] (mixin) Mixin config fabric-item-api-v1.mixins.json does not specify "minVersion" property
[09:07:34] [main/DEBUG] (mixin) Mixin config fabric-events-interaction-v0.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-loot-tables-v1.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-object-builder-v1.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-renderer-registries-v1.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-textures-v0.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-registry-sync-v0.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-models-v0.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-blockrenderlayer-v1.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-renderer-api-v1.debughud.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-containers-v0.accurate.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-rendering-fluids-v1.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-biome-api-v1.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-resource-loader-v0.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-game-rule-api-v1.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-particles-v1.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-object-builders-v0.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-tag-extensions-v0.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-tool-attribute-api-v1.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-rendering-v1.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-item-groups-v0.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-content-registries-v0.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-command-api-v1.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-crash-report-info-v1.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-key-binding-api-v1.mixins.json does not specify "minVersion" property
[09:07:35] [main/DEBUG] (mixin) Mixin config fabric-renderer-api-v1.mixins.json does not specify "minVersion" property
[09:07:36] [main/DEBUG] (mixin) Error cleaning class output directory: .mixin.out/class: failed to delete one or more files; see suppressed exceptions for details
[09:07:36] [main/DEBUG] (Fabric|Loader) No subscribers for entrypoint 'preLaunch'
[09:07:36] [main/DEBUG] (mixin) Preparing mixins for MixinEnvironment[DEFAULT]
[09:07:36] [main/DEBUG] (mixin) Selecting config fabric-networking-v0.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-networking-v0-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-networking-blockentity-v0.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-networking-blockentity-v0-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-screen-handler-api-v1.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-screen-handler-api-v1-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-lifecycle-events-v1.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-lifecycle-events-v1-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-containers-v0.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-containers-v0-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-renderer-indigo.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-renderer-indigo-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-rendering-data-attachment-v1.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-rendering-data-attachment-v1-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-structure-api-v1.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-structure-api-v1-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-item-api-v1.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-item-api-v1-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-events-interaction-v0.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-events-interaction-v0-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-loot-tables-v1.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-loot-tables-v1-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-object-builder-v1.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-object-builder-api-v1-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-renderer-registries-v1.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-renderer-registries-v1-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-textures-v0.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-textures-v0-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-registry-sync-v0.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-registry-sync-v0-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-models-v0.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-models-v0-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-blockrenderlayer-v1.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-blockrenderlayer-v1-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-renderer-api-v1.debughud.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-renderer-api-v1-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-containers-v0.accurate.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-containers-v0-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-rendering-fluids-v1.mixins.json
[09:07:37] [main/INFO] (mixin) Remapping refMap fabric-rendering-fluids-v1-refmap.json using remapper chain
[09:07:37] [main/DEBUG] (mixin) Selecting config fabric-biome-api-v1.mixins.json
[09:08:50] [main/INFO] (mixin) Remapping refMap fabric-biome-api-v1-refmap.json using remapper chain
[09:08:54] [main/DEBUG] (mixin) Selecting config fabric-resource-loader-v0.mixins.json
[09:08:54] [main/INFO] (mixin) Remapping refMap fabric-resource-loader-v0-refmap.json using remapper chain
[09:08:54] [main/DEBUG] (mixin) Selecting config fabric-game-rule-api-v1.mixins.json
[09:08:54] [main/INFO] (mixin) Remapping refMap fabric-game-rule-api-v1-refmap.json using remapper chain
[09:08:54] [main/DEBUG] (mixin) Selecting config fabric-particles-v1.mixins.json
[09:08:54] [main/INFO] (mixin) Remapping refMap fabric-particles-v1-refmap.json using remapper chain
[09:08:54] [main/DEBUG] (mixin) Selecting config fabric-object-builders-v0.mixins.json
[09:08:54] [main/INFO] (mixin) Remapping refMap fabric-object-builders-refmap.json using remapper chain
[09:08:54] [main/DEBUG] (mixin) Selecting config fabric-tag-extensions-v0.mixins.json
[09:08:54] [main/INFO] (mixin) Remapping refMap fabric-tag-extensions-v0-refmap.json using remapper chain
[09:08:54] [main/DEBUG] (mixin) Selecting config fabric-tool-attribute-api-v1.mixins.json
[09:08:54] [main/INFO] (mixin) Remapping refMap fabric-tool-attribute-api-v1-refmap.json using remapper chain
[09:08:54] [main/DEBUG] (mixin) Selecting config fabric-rendering-v1.mixins.json
[09:08:54] [main/INFO] (mixin) Remapping refMap fabric-rendering-v1-refmap.json using remapper chain
[09:08:54] [main/DEBUG] (mixin) Selecting config fabric-item-groups-v0.mixins.json
[09:08:54] [main/INFO] (mixin) Remapping refMap fabric-item-groups-v0-refmap.json using remapper chain
[09:08:54] [main/DEBUG] (mixin) Selecting config moosemod.mixins.json
[09:08:55] [main/DEBUG] (mixin) Selecting config fabric-content-registries-v0.mixins.json
[09:08:55] [main/INFO] (mixin) Remapping refMap fabric-content-registries-v0-refmap.json using remapper chain
[09:08:55] [main/DEBUG] (mixin) Selecting config fabric-command-api-v1.mixins.json
[09:08:55] [main/INFO] (mixin) Remapping refMap fabric-command-api-v1-refmap.json using remapper chain
[09:08:55] [main/DEBUG] (mixin) Selecting config fabric-crash-report-info-v1.mixins.json
[09:08:55] [main/INFO] (mixin) Remapping refMap fabric-crash-report-info-v1-refmap.json using remapper chain
[09:08:55] [main/DEBUG] (mixin) Selecting config fabric-key-binding-api-v1.mixins.json
[09:08:55] [main/INFO] (mixin) Remapping refMap fabric-key-binding-api-v1-refmap.json using remapper chain
[09:08:55] [main/DEBUG] (mixin) Selecting config fabric-renderer-api-v1.mixins.json
[09:08:55] [main/INFO] (mixin) Remapping refMap fabric-renderer-api-v1-refmap.json using remapper chain
[09:09:01] [main/DEBUG] (mixin) Preparing fabric-networking-v0.mixins.json (7)
[09:09:02] [main/WARN] (mixin) @Mixin target net/minecraft/server/world/ThreadedAnvilChunkStorage$EntityTracker is public in fabric-networking-v0.mixins.json:MixinEntityTracker and should be specified in value
[09:09:07] [main/DEBUG] (mixin) Preparing fabric-networking-blockentity-v0.mixins.json (2)
[09:09:07] [main/DEBUG] (mixin) Preparing fabric-screen-handler-api-v1.mixins.json (1)
[09:09:08] [main/DEBUG] (mixin) Preparing fabric-lifecycle-events-v1.mixins.json (8)
[09:09:11] [main/DEBUG] (mixin) Preparing fabric-containers-v0.mixins.json (1)
[09:09:11] [main/DEBUG] (mixin) Preparing fabric-renderer-indigo.mixins.json (7)
[09:09:12] [main/WARN] (mixin) @Mixin target net/minecraft/client/render/block/BlockModelRenderer$AmbientOcclusionCalculator is public in fabric-renderer-indigo.mixins.json:MixinAmbientOcclusionCalculator and should be specified in value
[09:09:12] [main/WARN] (mixin) @Mixin target net/minecraft/client/render/chunk/ChunkBuilder$BuiltChunk$RebuildTask is public in fabric-renderer-indigo.mixins.json:MixinChunkRebuildTask and should be specified in value
[09:09:12] [main/DEBUG] (mixin) Preparing fabric-rendering-data-attachment-v1.mixins.json (3)
[09:09:13] [main/DEBUG] (mixin) Preparing fabric-structure-api-v1.mixins.json (7)
[09:09:14] [main/DEBUG] (mixin) Preparing fabric-item-api-v1.mixins.json (4)
[09:09:15] [main/DEBUG] (mixin) Preparing fabric-events-interaction-v0.mixins.json (5)
[09:09:16] [main/DEBUG] (mixin) Preparing fabric-loot-tables-v1.mixins.json (6)
[09:09:16] [main/DEBUG] (mixin) Preparing fabric-object-builder-v1.mixins.json (17)
[09:09:18] [main/WARN] (mixin) @Mixin target net/minecraft/village/TradeOffers$TypeAwareBuyForOneEmeraldFactory is public in fabric-object-builder-v1.mixins.json:TypeAwareTradeMixin and should be specified in value
[09:09:18] [main/DEBUG] (mixin) Preparing fabric-renderer-registries-v1.mixins.json (3)
[09:09:19] [main/DEBUG] (mixin) Preparing fabric-textures-v0.mixins.json (1)
[09:09:19] [main/DEBUG] (mixin) Preparing fabric-registry-sync-v0.mixins.json (15)
[09:09:21] [main/DEBUG] (mixin) Preparing fabric-models-v0.mixins.json (1)
[09:09:21] [main/DEBUG] (mixin) Preparing fabric-blockrenderlayer-v1.mixins.json (1)
[09:09:21] [main/DEBUG] (mixin) Preparing fabric-renderer-api-v1.debughud.mixins.json (1)
[09:09:21] [main/DEBUG] (mixin) Preparing fabric-containers-v0.accurate.mixins.json (1)
[09:09:21] [main/DEBUG] (mixin) Preparing fabric-rendering-fluids-v1.mixins.json (1)
[09:09:22] [main/DEBUG] (mixin) Preparing fabric-biome-api-v1.mixins.json (19)
[09:09:23] [main/DEBUG] (mixin) Preparing fabric-resource-loader-v0.mixins.json (13)
[09:09:26] [main/DEBUG] (mixin) Preparing fabric-game-rule-api-v1.mixins.json (9)
[09:09:27] [main/WARN] (mixin) @Mixin target net/minecraft/server/command/GameRuleCommand$1 is public in fabric-game-rule-api-v1.mixins.json:GameRuleCommandVisitorMixin and should be specified in value
[09:09:28] [main/WARN] (mixin) @Mixin target net/minecraft/client/gui/screen/world/EditGameRulesScreen$RuleListWidget$1 is public in fabric-game-rule-api-v1.mixins.json:client.RuleListWidgetVisitorMixin and should be specified in value
[09:09:28] [main/DEBUG] (mixin) Preparing fabric-particles-v1.mixins.json (3)
[09:09:28] [main/WARN] (mixin) @Mixin target net/minecraft/client/particle/ParticleManager$SimpleSpriteProvider is public in fabric-particles-v1.mixins.json:ParticleManagerAccessor$SimpleSpriteProviderAccessor and should be specified in value
[09:09:28] [main/DEBUG] (mixin) Preparing fabric-object-builders-v0.mixins.json (2)
[09:09:28] [main/DEBUG] (mixin) Preparing fabric-tag-extensions-v0.mixins.json (3)
[09:09:28] [main/WARN] (mixin) @Mixin target net/minecraft/tag/Tag$1 is public in fabric-tag-extensions-v0.mixins.json:MixinTagImpl and should be specified in value
[09:09:28] [main/WARN] (mixin) @Mixin target net/minecraft/tag/RequiredTagList$TagWrapper is public in fabric-tag-extensions-v0.mixins.json:MixinTagImpl and should be specified in value
[09:09:28] [main/DEBUG] (mixin) Preparing fabric-tool-attribute-api-v1.mixins.json (2)
[09:09:29] [main/DEBUG] (mixin) Preparing fabric-rendering-v1.mixins.json (5)
[09:09:30] [main/DEBUG] (mixin) Preparing fabric-item-groups-v0.mixins.json (3)
[09:09:31] [main/DEBUG] (mixin) Preparing moosemod.mixins.json (2)
[09:09:31] [main/DEBUG] (mixin) Preparing fabric-content-registries-v0.mixins.json (2)
[09:09:32] [main/DEBUG] (mixin) Preparing fabric-command-api-v1.mixins.json (1)
[09:09:32] [main/DEBUG] (mixin) Preparing fabric-crash-report-info-v1.mixins.json (1)
[09:09:33] [main/DEBUG] (mixin) Preparing fabric-key-binding-api-v1.mixins.json (3)
[09:09:33] [main/DEBUG] (mixin) Preparing fabric-renderer-api-v1.mixins.json (2)
[09:09:33] [main/DEBUG] (mixin) Registering new injector for @Inject with org.spongepowered.asm.mixin.injection.struct.CallbackInjectionInfo
[09:09:33] [main/DEBUG] (mixin) Registering new injector for @ModifyArg with org.spongepowered.asm.mixin.injection.struct.ModifyArgInjectionInfo
[09:09:33] [main/DEBUG] (mixin) Registering new injector for @ModifyArgs with org.spongepowered.asm.mixin.injection.struct.ModifyArgsInjectionInfo
[09:09:33] [main/DEBUG] (mixin) Registering new injector for @Redirect with org.spongepowered.asm.mixin.injection.struct.RedirectInjectionInfo
[09:09:33] [main/DEBUG] (mixin) Registering new injector for @ModifyVariable with org.spongepowered.asm.mixin.injection.struct.ModifyVariableInjectionInfo
[09:09:33] [main/DEBUG] (mixin) Registering new injector for @ModifyConstant with org.spongepowered.asm.mixin.injection.struct.ModifyConstantInjectionInfo
[09:09:40] [main/DEBUG] (mixin) Prepared 160 mixins in 123.999 sec (775.0ms avg) (0ms load, 0ms transform, 0ms plugin)
[09:10:02] [main/DEBUG] (mixin) Mixing MixinLivingEntity from fabric-tool-attribute-api-v1.mixins.json into net.minecraft.entity.LivingEntity
[09:10:12] [main/DEBUG] (mixin) Mixing MixinViewableWorld from fabric-rendering-data-attachment-v1.mixins.json into net.minecraft.world.WorldView
[09:10:13] [main/DEBUG] (mixin) Mixing WorldMixin from fabric-lifecycle-events-v1.mixins.json into net.minecraft.world.World
[09:10:15] [main/DEBUG] (mixin) Mixing ServerWorldMixin from fabric-lifecycle-events-v1.mixins.json into net.minecraft.server.world.ServerWorld
[09:10:18] [main/DEBUG] (mixin) Mixing MobEntityMixin from fabric-item-api-v1.mixins.json into net.minecraft.entity.mob.MobEntity
[09:10:19] [main/DEBUG] (mixin) Mixing MixinCrashReport from fabric-crash-report-info-v1.mixins.json into net.minecraft.util.crash.CrashReport
[09:10:19] [main/DEBUG] (mixin) Renaming synthetic method lambda$fillSystemDetails$0()Ljava/lang/String; to md9ef323$lambda$fillSystemDetails$0$0 in fabric-crash-report-info-v1.mixins.json:MixinCrashReport
[09:10:23] [main/DEBUG] (mixin) Mixing MixinBootstrap from fabric-registry-sync-v0.mixins.json into net.minecraft.Bootstrap
[09:10:23] [main/DEBUG] (mixin) Renaming synthetic method lambda$initialize$1(Lnet/minecraft/fluid/Fluid;)Ljava/util/Collection; to md9ef323$lambda$initialize$1$0 in fabric-registry-sync-v0.mixins.json:MixinBootstrap
[09:10:23] [main/DEBUG] (mixin) Renaming synthetic method lambda$initialize$0(Lnet/minecraft/block/Block;)Ljava/util/Collection; to md9ef323$lambda$initialize$0$1 in fabric-registry-sync-v0.mixins.json:MixinBootstrap
[09:10:28] [main/DEBUG] (mixin) Mixing AccessorRegistry from fabric-registry-sync-v0.mixins.json into net.minecraft.util.registry.Registry
[09:10:28] [main/DEBUG] (mixin) Renaming @Accessor method getROOT()Lnet/minecraft/util/registry/MutableRegistry; to getROOT_$md$9ef323$0 in fabric-registry-sync-v0.mixins.json:AccessorRegistry
[09:10:28] [main/DEBUG] (mixin) Mixing MixinRegistry from fabric-registry-sync-v0.mixins.json into net.minecraft.util.registry.Registry
[09:10:29] [main/DEBUG] (mixin) Mixing MixinIdRegistry from fabric-registry-sync-v0.mixins.json into net.minecraft.util.registry.SimpleRegistry
[09:10:29] [main/DEBUG] (mixin) Renaming synthetic method lambda$remap$6(Ljava/util/Set;Lnet/minecraft/util/registry/RegistryKey;)Z to md9ef323$lambda$remap$6$0 in fabric-registry-sync-v0.mixins.json:MixinIdRegistry
[09:10:29] [main/DEBUG] (mixin) Renaming synthetic method lambda$new$5([Lnet/fabricmc/fabric/api/event/registry/RegistryIdRemapCallback;)Lnet/fabricmc/fabric/api/event/registry/RegistryIdRemapCallback; to md9ef323$lambda$new$5$1 in fabric-registry-sync-v0.mixins.json:MixinIdRegistry
[09:10:29] [main/DEBUG] (mixin) Renaming synthetic method lambda$new$4([Lnet/fabricmc/fabric/api/event/registry/RegistryIdRemapCallback;Lnet/fabricmc/fabric/api/event/registry/RegistryIdRemapCallback$RemapState;)V to md9ef323$lambda$new$4$2 in fabric-registry-sync-v0.mixins.json:MixinIdRegistry
[09:10:29] [main/DEBUG] (mixin) Renaming synthetic method lambda$new$3([Lnet/fabricmc/fabric/api/event/registry/RegistryEntryRemovedCallback;)Lnet/fabricmc/fabric/api/event/registry/RegistryEntryRemovedCallback; to md9ef323$lambda$new$3$3 in fabric-registry-sync-v0.mixins.json:MixinIdRegistry
[09:10:29] [main/DEBUG] (mixin) Renaming synthetic method lambda$new$2([Lnet/fabricmc/fabric/api/event/registry/RegistryEntryRemovedCallback;ILnet/minecraft/util/Identifier;Ljava/lang/Object;)V to md9ef323$lambda$new$2$4 in fabric-registry-sync-v0.mixins.json:MixinIdRegistry
[09:10:29] [main/DEBUG] (mixin) Renaming synthetic method lambda$new$1([Lnet/fabricmc/fabric/api/event/registry/RegistryEntryAddedCallback;)Lnet/fabricmc/fabric/api/event/registry/RegistryEntryAddedCallback; to md9ef323$lambda$new$1$5 in fabric-registry-sync-v0.mixins.json:MixinIdRegistry
[09:10:29] [main/DEBUG] (mixin) Renaming synthetic method lambda$new$0([Lnet/fabricmc/fabric/api/event/registry/RegistryEntryAddedCallback;ILnet/minecraft/util/Identifier;Ljava/lang/Object;)V to md9ef323$lambda$new$0$6 in fabric-registry-sync-v0.mixins.json:MixinIdRegistry
[09:10:43] [main/DEBUG] (mixin) Mixing MixinSimpleRegistry from fabric-registry-sync-v0.mixins.json into net.minecraft.util.registry.SimpleRegistry
[09:11:57] [main/DEBUG] (mixin) Mixing MixinBlock from fabric-object-builder-v1.mixins.json into net.minecraft.block.Block
[09:11:57] [main/DEBUG] (mixin) Mixing OldMixinBlock from fabric-object-builders-v0.mixins.json into net.minecraft.block.Block
[09:11:58] [main/DEBUG] (mixin) Mixing AbstractBlockAccessor from fabric-object-builder-v1.mixins.json into net.minecraft.block.AbstractBlock
[09:11:58] [main/DEBUG] (mixin) Mixing ItemMixin from fabric-item-api-v1.mixins.json into net.minecraft.item.Item
[09:11:58] [main/DEBUG] (mixin) Mixing OldMixinItem from fabric-object-builders-v0.mixins.json into net.minecraft.item.Item
[09:12:00] [main/DEBUG] (mixin) Mixing VillagerTypeAccessor from fabric-object-builder-v1.mixins.json into net.minecraft.village.VillagerType
[09:12:00] [main/DEBUG] (mixin) Renaming @Accessor method getBiomeTypeToIdMap()Ljava/util/Map; to getBiomeTypeToIdMap_$md$9ef323$0 in fabric-object-builder-v1.mixins.json:VillagerTypeAccessor
[09:12:00] [main/DEBUG] (mixin) Renaming @Invoker method callRegister(Ljava/lang/String;)Lnet/minecraft/village/VillagerType; to callRegister_$md$9ef323$1 in fabric-object-builder-v1.mixins.json:VillagerTypeAccessor
[09:12:00] [main/DEBUG] (mixin) Mixing VillagerProfessionAccessor from fabric-object-builder-v1.mixins.json into net.minecraft.village.VillagerProfession
[09:12:00] [main/DEBUG] (mixin) Renaming @Invoker method create(Ljava/lang/String;Lnet/minecraft/world/poi/PointOfInterestType;Lcom/google/common/collect/ImmutableSet;Lcom/google/common/collect/ImmutableSet;Lnet/minecraft/sound/SoundEvent;)Lnet/minecraft/village/VillagerProfession; to create_$md$9ef323$0 in fabric-object-builder-v1.mixins.json:VillagerProfessionAccessor
[09:12:00] [main/DEBUG] (mixin) Mixing PointOfInterestTypeAccessor from fabric-object-builder-v1.mixins.json into net.minecraft.world.poi.PointOfInterestType
[09:12:00] [main/DEBUG] (mixin) Renaming @Invoker method callCreate(Ljava/lang/String;Ljava/util/Set;ILjava/util/function/Predicate;I)Lnet/minecraft/world/poi/PointOfInterestType; to callCreate_$md$9ef323$0 in fabric-object-builder-v1.mixins.json:PointOfInterestTypeAccessor
[09:12:00] [main/DEBUG] (mixin) Renaming @Invoker method callCreate(Ljava/lang/String;Ljava/util/Set;II)Lnet/minecraft/world/poi/PointOfInterestType; to callCreate_$md$9ef323$1 in fabric-object-builder-v1.mixins.json:PointOfInterestTypeAccessor
